home_team,away_team,home_score,away_score,year,winner
Norway,United States,1,0,2002,Norway
China PR,Germany,2,1,2002,China PR
Germany,United States,0,0,2002,draw
China PR,Norway,0,3,2002,Norway
Germany,Norway,3,1,2002,Germany
China PR,United States,0,2,2002,United States
Denmark,Germany,0,3,2002,Germany
China PR,Finland,4,1,2002,China PR
Sweden,United States,1,1,2002,draw
Norway,England,3,1,2002,Norway
Canada,Scotland,3,0,2002,Canada
Portugal,Wales,0,1,2002,Wales
Finland,Denmark,0,2,2002,Denmark
Germany,China PR,2,4,2002,China PR
Sweden,Norway,3,3,2002,draw
United States,England,2,0,2002,United States
Canada,Wales,4,0,2002,Canada
Portugal,Scotland,1,2,2002,Scotland
Denmark,China PR,0,1,2002,China PR
Finland,Germany,0,2,2002,Germany
England,Sweden,3,6,2002,Sweden
Norway,United States,3,2,2002,Norway
Wales,Scotland,0,1,2002,Scotland
Portugal,Canada,1,7,2002,Canada
Portugal,Wales,4,0,2002,Portugal
England,Scotland,4,1,2002,England
Finland,Canada,3,0,2002,Finland
United States,Denmark,3,2,2002,United States
Sweden,Germany,2,1,2002,Sweden
China PR,Norway,1,0,2002,China PR
Trinidad and Tobago,Dominica,13,0,2002,Trinidad and Tobago
Trinidad and Tobago,Dominica,9,0,2002,Trinidad and Tobago
Haiti,Bahamas,9,0,2002,Haiti
Dominican Republic,Saint Lucia,2,2,2002,draw
Haiti,Saint Lucia,2,0,2002,Haiti
Dominican Republic,Bahamas,3,0,2002,Dominican Republic
Jamaica,Puerto Rico,8,0,2002,Jamaica
Saint Lucia,Bahamas,7,1,2002,Saint Lucia
Haiti,Dominican Republic,2,0,2002,Haiti
Puerto Rico,Jamaica,0,3,2002,Jamaica
Panama,Guatemala,2,1,2002,Panama
Costa Rica,Honduras,5,2,2002,Costa Rica
El Salvador,Panama,1,3,2002,Panama
Guatemala,Honduras,2,1,2002,Guatemala
Costa Rica,Guatemala,4,0,2002,Costa Rica
El Salvador,Honduras,1,0,2002,El Salvador
Costa Rica,Panama,4,1,2002,Costa Rica
El Salvador,Guatemala,1,5,2002,Guatemala
Jamaica,Haiti,2,0,2002,Jamaica
El Salvador,Costa Rica,0,3,2002,Costa Rica
Panama,Honduras,2,6,2002,Honduras
Suriname,U.S. Virgin Islands,6,1,2002,Suriname
Suriname,U.S. Virgin Islands,2,0,2002,Suriname
Suriname,Trinidad and Tobago,1,3,2002,Trinidad and Tobago
Suriname,Trinidad and Tobago,1,2,2002,Trinidad and Tobago
Haiti,Jamaica,0,0,2002,draw
Tanzania,Eritrea,2,2,2002,draw
Equatorial Guinea,Angola,1,3,2002,Angola
Gabon,São Tomé and Príncipe,6,0,2002,Gabon
Mali,Ivory Coast,1,1,2002,draw
Haiti,Suriname,3,0,2002,Haiti
Haiti,Suriname,2,1,2002,Haiti
Zambia,South Africa,1,4,2002,South Africa
Tanzania,Zimbabwe,0,5,2002,Zimbabwe
Gabon,Cameroon,0,0,2002,draw
Ethiopia,Uganda,2,0,2002,Ethiopia
Angola,DR Congo,1,0,2002,Angola
Senegal,Ghana,0,3,2002,Ghana
Mali,Morocco,0,0,2002,draw
Uganda,Ethiopia,2,2,2002,draw
Zimbabwe,Tanzania,5,0,2002,Zimbabwe
Trinidad and Tobago,Panama,2,4,2002,Panama
United States,Mexico,3,0,2002,United States
United States,Trinidad and Tobago,3,0,2002,United States
Mexico,Panama,5,1,2002,Mexico
Jamaica,Costa Rica,0,2,2002,Costa Rica
Canada,Haiti,11,1,2002,Canada
Haiti,Costa Rica,0,5,2002,Costa Rica
Canada,Jamaica,9,0,2002,Canada
Mexico,Trinidad and Tobago,2,0,2002,Mexico
United States,Panama,9,0,2002,United States
Jamaica,Haiti,1,2,2002,Haiti
Canada,Costa Rica,3,0,2002,Canada
Canada,Mexico,2,0,2002,Canada
United States,Costa Rica,7,0,2002,United States
Mexico,Costa Rica,4,1,2002,Mexico
United States,Canada,2,1,2002,United States
Nigeria,Ethiopia,3,0,2002,Nigeria
Mali,Ghana,0,2,2002,Ghana
South Africa,Cameroon,2,1,2002,South Africa
Angola,Zimbabwe,1,1,2002,draw
Ethiopia,Mali,2,2,2002,draw
Nigeria,Ghana,0,1,2002,Ghana
Eritrea,Tanzania,2,3,2002,Tanzania
São Tomé and Príncipe,Gabon,0,2,2002,Gabon
Ivory Coast,Mali,3,3,2002,draw
Cameroon,Zimbabwe,0,0,2002,draw
South Africa,Angola,1,1,2002,draw
Angola,Equatorial Guinea,3,0,2002,Angola
DR Congo,Angola,1,0,2002,DR Congo
Morocco,Mali,0,0,2002,draw
Cameroon,South Africa,3,0,2002,Cameroon
Nigeria,Ghana,2,0,2002,Nigeria
South Africa,Zambia,4,0,2002,South Africa
Cameroon,Gabon,4,0,2002,Cameroon
Ghana,Senegal,3,1,2002,Ghana
Nigeria,Mali,5,1,2002,Nigeria
Ghana,Ethiopia,3,0,2002,Ghana
Cameroon,Angola,1,0,2002,Cameroon
South Africa,Zimbabwe,3,1,2002,South Africa
Ghana,Cameroon,3,2,2002,Ghana
Nigeria,South Africa,5,0,2002,Nigeria
China PR,Germany,0,0,2003,draw
Norway,United States,1,3,2003,United States
Germany,Norway,2,2,2003,draw
China PR,United States,2,0,2003,China PR
United States,Germany,1,0,2003,United States
China PR,Norway,1,1,2003,draw
United States,Canada,1,1,2003,draw
Sweden,Norway,1,1,2003,draw
Denmark,France,0,3,2003,France
China PR,Finland,0,0,2003,draw
Portugal,Wales,1,1,2003,draw
Republic of Ireland,Greece,0,0,2003,draw
Sweden,Canada,1,1,2003,draw
Norway,United States,0,1,2003,United States
Denmark,Finland,0,0,2003,draw
China PR,France,3,0,2003,China PR
Portugal,Greece,1,1,2003,draw
Republic of Ireland,Wales,3,1,2003,Republic of Ireland
Norway,Canada,1,0,2003,Norway
United States,Sweden,1,1,2003,draw
France,Finland,1,0,2003,France
China PR,Denmark,2,1,2003,China PR
Greece,Wales,2,0,2003,Greece
Portugal,Republic of Ireland,3,2,2003,Portugal
Republic of Ireland,Wales,2,2,2003,draw
Portugal,Denmark,0,1,2003,Denmark
Canada,Greece,7,1,2003,Canada
Sweden,Finland,5,0,2003,Sweden
Norway,France,1,0,2003,Norway
United States,China PR,2,0,2003,United States
Netherlands,Spain,0,1,2003,Spain
Germany,Scotland,5,0,2003,Germany
Italy,Serbia and Montenegro,8,0,2003,Italy
Cook Islands,Papua New Guinea,1,5,2003,Papua New Guinea
Australia,Samoa,19,0,2003,Australia
Australia,Cook Islands,11,0,2003,Australia
Samoa,New Zealand,0,15,2003,New Zealand
Peru,Bolivia,3,1,2003,Peru
Ecuador,Venezuela,2,0,2003,Ecuador
Argentina,Paraguay,3,0,2003,Argentina
Cook Islands,New Zealand,0,9,2003,New Zealand
Australia,Papua New Guinea,13,0,2003,Australia
Bolivia,Chile,7,1,2003,Bolivia
Colombia,Venezuela,8,0,2003,Colombia
Uruguay,Paraguay,1,3,2003,Paraguay
Papua New Guinea,New Zealand,0,5,2003,New Zealand
Cook Islands,Samoa,0,1,2003,Samoa
Papua New Guinea,Samoa,5,2,2003,Papua New Guinea
Australia,New Zealand,2,0,2003,Australia
Peru,Chile,2,1,2003,Peru
Ecuador,Colombia,1,1,2003,draw
Argentina,Uruguay,8,0,2003,Argentina
Sweden,Switzerland,6,0,2003,Sweden
Poland,Hungary,0,2,2003,Hungary
Bosnia and Herzegovina,Croatia,0,1,2003,Croatia
Brazil,Argentina,3,2,2003,Brazil
Peru,Colombia,0,1,2003,Colombia
Colombia,Argentina,2,3,2003,Argentina
Peru,Brazil,0,3,2003,Brazil
Brazil,Colombia,12,0,2003,Brazil
Peru,Argentina,1,1,2003,draw
Ukraine,Portugal,0,1,2003,Portugal
Austria,Armenia,11,0,2003,Austria
Hungary,France,0,4,2003,France
Armenia,Austria,0,11,2003,Austria
Norway,Netherlands,2,0,2003,Norway
Sweden,Italy,5,0,2003,Sweden
Switzerland,Serbia and Montenegro,1,0,2003,Switzerland
Belarus,Estonia,5,0,2003,Belarus
Russia,Poland,6,0,2003,Russia
Scotland,Ukraine,5,1,2003,Scotland
Republic of Ireland,Bosnia and Herzegovina,6,0,2003,Republic of Ireland
Croatia,Republic of Ireland,0,0,2003,draw
Finland,Switzerland,1,1,2003,draw
Portugal,Scotland,1,8,2003,Scotland
Ukraine,Czech Republic,1,1,2003,draw
Thailand,Singapore,3,0,2003,Thailand
South Korea,Hong Kong,8,0,2003,South Korea
Japan,Philippines,15,0,2003,Japan
Guam,Taiwan,1,2,2003,Taiwan
China PR,Vietnam,6,0,2003,China PR
India,Uzbekistan,6,0,2003,India
Thailand,South Korea,0,6,2003,South Korea
North Korea,Hong Kong,13,0,2003,North Korea
Philippines,Myanmar,0,6,2003,Myanmar
Japan,Guam,7,0,2003,Japan
Vietnam,Uzbekistan,4,2,2003,Vietnam
China PR,India,12,0,2003,China PR
South Korea,Singapore,4,0,2003,South Korea
Thailand,North Korea,0,14,2003,North Korea
Philippines,Taiwan,0,4,2003,Taiwan
Japan,Myanmar,7,0,2003,Japan
Vietnam,India,2,1,2003,Vietnam
China PR,Uzbekistan,11,0,2003,China PR
Iceland,Hungary,4,1,2003,Iceland
Thailand,Hong Kong,3,1,2003,Thailand
North Korea,Singapore,16,0,2003,North Korea
Guam,Myanmar,0,4,2003,Myanmar
Japan,Taiwan,5,0,2003,Japan
North Korea,South Korea,2,2,2003,draw
Hong Kong,Singapore,1,0,2003,Hong Kong
Taiwan,Myanmar,1,1,2003,draw
Philippines,Guam,2,1,2003,Philippines
North Korea,Japan,3,0,2003,North Korea
China PR,South Korea,3,1,2003,China PR
Japan,South Korea,0,1,2003,South Korea
North Korea,China PR,2,1,2003,North Korea
Republic of Ireland,Romania,2,2,2003,draw
Finland,Italy,1,1,2003,draw
Sweden,Finland,2,1,2003,Sweden
Russia,Iceland,1,1,2003,draw
Ukraine,Germany,1,3,2003,Germany
Romania,Malta,3,0,2003,Romania
Estonia,Israel,1,4,2003,Israel
Estonia,Kazakhstan,3,2,2003,Estonia
Germany,Czech Republic,4,0,2003,Germany
France,Iceland,2,0,2003,France
Hungary,Russia,1,3,2003,Russia
Slovakia,Armenia,5,0,2003,Slovakia
Norway,Denmark,1,1,2003,draw
Armenia,Slovakia,0,10,2003,Slovakia
Iceland,Poland,10,0,2003,Iceland
Kazakhstan,Israel,0,0,2003,draw
Nigeria,North Korea,0,3,2003,North Korea
Norway,France,2,0,2003,Norway
Germany,Canada,4,1,2003,Germany
Japan,Argentina,6,0,2003,Japan
United States,Sweden,3,1,2003,United States
Brazil,South Korea,3,0,2003,Brazil
Australia,Russia,1,2,2003,Russia
China PR,Ghana,1,0,2003,China PR
Bosnia and Herzegovina,Malta,1,0,2003,Bosnia and Herzegovina
Norway,Brazil,1,4,2003,Brazil
France,South Korea,1,0,2003,France
Germany,Japan,3,0,2003,Germany
Canada,Argentina,3,0,2003,Canada
Sweden,North Korea,1,0,2003,Sweden
United States,Nigeria,5,0,2003,United States
Ghana,Russia,0,3,2003,Russia
China PR,Australia,1,1,2003,draw
Switzerland,Italy,0,1,2003,Italy
Serbia and Montenegro,Finland,0,1,2003,Finland
Poland,Iceland,2,3,2003,Iceland
South Korea,Norway,1,7,2003,Norway
France,Brazil,1,1,2003,draw
Canada,Japan,3,1,2003,Canada
Argentina,Germany,1,6,2003,Germany
Croatia,Malta,3,0,2003,Croatia
Sweden,Nigeria,3,0,2003,Sweden
United States,North Korea,3,0,2003,United States
Ghana,Australia,2,1,2003,Ghana
China PR,Russia,1,0,2003,China PR
Brazil,Sweden,1,2,2003,Sweden
United States,Norway,1,0,2003,United States
Germany,Russia,7,1,2003,Germany
China PR,Canada,0,1,2003,Canada
Belgium,Denmark,1,6,2003,Denmark
United States,Germany,0,3,2003,Germany
Sweden,Canada,2,1,2003,Sweden
United States,Canada,3,1,2003,United States
Romania,Bosnia and Herzegovina,2,0,2003,Romania
Germany,Sweden,2,1,2003,Germany
Denmark,Netherlands,3,0,2003,Denmark
Croatia,Romania,2,3,2003,Romania
Belarus,Israel,1,1,2003,draw
Czech Republic,Scotland,2,0,2003,Czech Republic
Malta,Republic of Ireland,0,9,2003,Republic of Ireland
Greece,Armenia,7,0,2003,Greece
Armenia,Greece,0,9,2003,Greece
Serbia and Montenegro,Sweden,0,4,2003,Sweden
France,Poland,7,1,2003,France
Germany,Portugal,13,0,2003,Germany
Greece,Slovakia,3,1,2003,Greece
Spain,Norway,0,2,2003,Norway
Malta,Croatia,1,4,2003,Croatia
Norway,Belgium,6,0,2003,Norway
Netherlands,Belgium,3,0,2003,Netherlands
Greece,Austria,0,2,2003,Austria
Portugal,Czech Republic,0,1,2003,Czech Republic
Sweden,United States,0,3,2004,United States
China PR,Canada,2,1,2004,China PR
Sweden,Canada,3,1,2004,Sweden
China PR,United States,0,0,2004,draw
Canada,United States,0,2,2004,United States
China PR,Sweden,2,2,2004,draw
Portugal,Germany,0,11,2004,Germany
Belgium,Spain,2,0,2004,Belgium
Spain,Belgium,9,1,2004,Spain
Belgium,Norway,1,6,2004,Norway
Denmark,Sweden,0,1,2004,Sweden
United States,France,5,1,2004,United States
Norway,Finland,4,1,2004,Norway
Italy,China PR,1,0,2004,Italy
Greece,Wales,1,0,2004,Greece
Portugal,Northern Ireland,2,0,2004,Portugal
Denmark,United States,0,1,2004,United States
Sweden,France,0,3,2004,France
Norway,Italy,3,0,2004,Norway
Finland,China PR,0,4,2004,China PR
Northern Ireland,Greece,0,2,2004,Greece
Portugal,Wales,2,3,2004,Wales
Denmark,France,0,1,2004,France
Sweden,United States,3,1,2004,Sweden
Norway,China PR,0,0,2004,draw
Finland,Italy,1,2,2004,Italy
Wales,Northern Ireland,3,1,2004,Wales
Portugal,Greece,3,0,2004,Portugal
Greece,Northern Ireland,2,0,2004,Greece
Wales,Finland,0,4,2004,Finland
Portugal,Denmark,0,1,2004,Denmark
Sweden,China PR,1,1,2004,draw
France,Italy,3,3,2004,draw
United States,Norway,4,1,2004,United States
Spain,Netherlands,0,0,2004,draw
Portugal,Ukraine,1,2,2004,Ukraine
Ukraine,Scotland,1,0,2004,Ukraine
Republic of Ireland,Croatia,8,1,2004,Republic of Ireland
Spain,Denmark,0,1,2004,Denmark
Italy,Finland,1,1,2004,draw
Switzerland,Sweden,0,2,2004,Sweden
France,Hungary,6,0,2004,France
Austria,Greece,1,2,2004,Greece
Belgium,Netherlands,0,3,2004,Netherlands
Germany,Ukraine,6,0,2004,Germany
Slovakia,Greece,2,2,2004,draw
Hungary,Poland,2,2,2004,draw
Romania,Republic of Ireland,1,1,2004,draw
Scotland,Germany,1,3,2004,Germany
Poland,Russia,1,1,2004,draw
Malta,Romania,0,8,2004,Romania
Austria,Slovakia,3,0,2004,Austria
Czech Republic,Portugal,5,1,2004,Czech Republic
Bosnia and Herzegovina,Republic of Ireland,1,4,2004,Republic of Ireland
Israel,Estonia,12,1,2004,Israel
Eritrea,Tanzania,1,1,2004,draw
Finland,Serbia and Montenegro,4,0,2004,Finland
Croatia,Bosnia and Herzegovina,6,0,2004,Croatia
Russia,France,0,3,2004,France
Italy,Switzerland,0,0,2004,draw
Denmark,Spain,2,0,2004,Denmark
Netherlands,Norway,0,2,2004,Norway
Scotland,Portugal,2,1,2004,Scotland
Kazakhstan,Belarus,0,2,2004,Belarus
Denmark,Norway,2,1,2004,Denmark
Tanzania,Eritrea,4,0,2004,Tanzania
Hungary,Iceland,0,5,2004,Iceland
Equatorial Guinea,Congo,2,2,2004,draw
Israel,Kazakhstan,3,1,2004,Israel
Iceland,France,0,3,2004,France
Czech Republic,Ukraine,4,1,2004,Czech Republic
Congo,Equatorial Guinea,2,0,2004,Congo
Republic of Ireland,Malta,5,0,2004,Republic of Ireland
Italy,Sweden,2,1,2004,Italy
Senegal,Nigeria,2,8,2004,Nigeria
Congo,Cameroon,0,2,2004,Cameroon
Malawi,Ethiopia,0,4,2004,Ethiopia
Tanzania,Zimbabwe,0,3,2004,Zimbabwe
Mali,Algeria,2,2,2004,draw
Guinea,Ghana,0,13,2004,Ghana
Algeria,Mali,1,0,2004,Algeria
Ghana,Guinea,9,0,2004,Ghana
Nigeria,Senegal,4,11,2004,Senegal
Cameroon,Congo,0,0,2004,draw
Ethiopia,Malawi,5,0,2004,Ethiopia
Zimbabwe,Tanzania,4,0,2004,Zimbabwe
Sweden,Japan,0,1,2004,Japan
Germany,China PR,8,0,2004,Germany
Greece,United States,0,3,2004,United States
Brazil,Australia,1,0,2004,Brazil
Japan,Nigeria,0,1,2004,Nigeria
China PR,Mexico,1,1,2004,draw
Greece,Australia,0,1,2004,Australia
United States,Brazil,2,0,2004,United States
Sweden,Nigeria,2,1,2004,Sweden
Germany,Mexico,2,0,2004,Germany
Greece,Brazil,0,7,2004,Brazil
United States,Australia,1,1,2004,draw
Germany,Nigeria,2,1,2004,Germany
United States,Japan,2,1,2004,United States
Mexico,Brazil,0,5,2004,Brazil
Sweden,Australia,2,1,2004,Sweden
Slovakia,Austria,2,3,2004,Austria
Iceland,Russia,0,2,2004,Russia
United States,Germany,2,1,2004,United States
Brazil,Sweden,1,0,2004,Brazil
Belarus,Kazakhstan,8,1,2004,Belarus
Germany,Sweden,1,0,2004,Germany
United States,Brazil,2,1,2004,United States
Estonia,Belarus,1,3,2004,Belarus
Switzerland,Finland,0,2,2004,Finland
Scotland,Czech Republic,3,2,2004,Scotland
Malta,Bosnia and Herzegovina,0,2,2004,Bosnia and Herzegovina
South Africa,Ghana,0,3,2004,Ghana
Zimbabwe,Ethiopia,1,1,2004,draw
Nigeria,Algeria,4,0,2004,Nigeria
Cameroon,Mali,2,2,2004,draw
Bosnia and Herzegovina,Romania,0,0,2004,draw
Kazakhstan,Estonia,0,0,2004,draw
Ghana,Ethiopia,2,1,2004,Ghana
South Africa,Zimbabwe,1,2,2004,Zimbabwe
Algeria,Mali,3,0,2004,Algeria
Nigeria,Cameroon,2,2,2004,draw
Ghana,Zimbabwe,2,0,2004,Ghana
South Africa,Ethiopia,1,2,2004,Ethiopia
Algeria,Cameroon,1,3,2004,Cameroon
Nigeria,Mali,3,0,2004,Nigeria
Serbia and Montenegro,Italy,1,2,2004,Italy
Czech Republic,Germany,0,5,2004,Germany
Denmark,Belgium,6,0,2004,Denmark
France,Russia,2,5,2004,Russia
Ghana,Cameroon,0,1,2004,Cameroon
Nigeria,Ethiopia,4,0,2004,Nigeria
Serbia and Montenegro,Switzerland,1,0,2004,Serbia and Montenegro
Netherlands,Denmark,1,5,2004,Denmark
Ghana,Ethiopia,0,0,2004,draw
Finland,Sweden,1,1,2004,draw
Norway,Spain,2,0,2004,Norway
Romania,Croatia,10,0,2004,Romania
Israel,Belarus,0,2,2004,Belarus
Nigeria,Cameroon,5,0,2004,Nigeria
Russia,Hungary,4,0,2004,Russia
Poland,France,1,5,2004,France
Finland,Russia,1,0,2004,Finland
Russia,Finland,1,3,2004,Finland
Iceland,Norway,2,7,2004,Norway
Italy,Czech Republic,2,1,2004,Italy
Norway,Iceland,2,1,2004,Norway
Czech Republic,Italy,0,3,2004,Italy
Sweden,Serbia and Montenegro,5,1,2004,Sweden
Germany,Australia,0,1,2005,Australia
China PR,Russia,3,1,2005,China PR
China PR,Australia,3,0,2005,China PR
Germany,Russia,1,0,2005,Germany
Russia,Australia,0,5,2005,Australia
China PR,Germany,0,2,2005,Germany
Norway,China PR,2,1,2005,Norway
Sweden,Germany,1,2,2005,Germany
Denmark,Finland,4,1,2005,Denmark
France,United States,0,1,2005,United States
England,Northern Ireland,4,0,2005,England
Portugal,Mexico,1,2,2005,Mexico
China PR,Sweden,0,2,2005,Sweden
Germany,Norway,4,0,2005,Germany
United States,Finland,3,0,2005,United States
Denmark,France,1,2,2005,France
Portugal,England,0,4,2005,England
Mexico,Northern Ireland,2,0,2005,Mexico
China PR,Germany,0,2,2005,Germany
Sweden,Norway,1,1,2005,draw
United States,Denmark,4,0,2005,United States
Finland,France,1,2,2005,France
England,Mexico,5,0,2005,England
Portugal,Northern Ireland,1,2,2005,Northern Ireland
Portugal,Northern Ireland,3,1,2005,Portugal
Finland,Mexico,1,1,2005,draw
China PR,England,0,0,2005,draw
Norway,Denmark,2,1,2005,Norway
Sweden,France,2,3,2005,France
Germany,United States,0,1,2005,United States
Uzbekistan,Myanmar,1,2,2005,Myanmar
Thailand,India,3,2,2005,Thailand
Sweden,Denmark,1,1,2005,draw
England,Finland,3,2,2005,England
Germany,Norway,1,0,2005,Germany
France,Italy,3,1,2005,France
England,Denmark,1,2,2005,Denmark
Sweden,Finland,0,0,2005,draw
Germany,Italy,4,0,2005,Germany
Norway,France,1,1,2005,draw
England,Sweden,0,1,2005,Sweden
Finland,Denmark,2,1,2005,Finland
France,Germany,0,3,2005,Germany
Norway,Italy,5,3,2005,Norway
Vietnam,Philippines,6,1,2005,Vietnam
India,Guam,10,0,2005,India
Uzbekistan,Maldives,6,0,2005,Uzbekistan
Indonesia,Singapore,0,0,2005,draw
Myanmar,Philippines,4,1,2005,Myanmar
Taiwan,India,2,1,2005,Taiwan
Germany,Finland,4,1,2005,Germany
Uzbekistan,Hong Kong,3,0,2005,Uzbekistan
Thailand,Singapore,5,1,2005,Thailand
Sweden,Norway,2,3,2005,Norway
Vietnam,Myanmar,1,0,2005,Vietnam
Taiwan,Guam,11,0,2005,Taiwan
Hong Kong,Maldives,4,0,2005,Hong Kong
Thailand,Indonesia,4,0,2005,Thailand
Germany,Norway,3,1,2005,Germany
Vietnam,Hong Kong,4,1,2005,Vietnam
Taiwan,Singapore,3,0,2005,Taiwan
Norway,United States,1,3,2006,United States
China PR,France,1,1,2006,draw
United States,France,0,0,2006,draw
China PR,Norway,3,1,2006,China PR
France,Norway,1,1,2006,draw
China PR,United States,0,2,2006,United States
Benin,Malawi,1,0,2006,Benin
Mozambique,Namibia,9,0,2006,Mozambique
São Tomé and Príncipe,Togo,0,3,2006,Togo
Senegal,Central African Republic,4,0,2006,Senegal
Malawi,Benin,0,0,2006,draw
Togo,São Tomé and Príncipe,6,0,2006,Togo
Germany,Finland,5,0,2006,Germany
Norway,Sweden,0,0,2006,draw
China PR,United States,0,0,2006,draw
Denmark,France,2,2,2006,draw
Portugal,Republic of Ireland,0,1,2006,Republic of Ireland
Morocco,Mali,0,2,2006,Mali
South Africa,Mozambique,6,2,2006,South Africa
DR Congo,Zambia,3,0,2006,DR Congo
Sweden,Germany,0,3,2006,Germany
Finland,Norway,0,0,2006,draw
France,China PR,1,0,2006,France
Denmark,United States,0,5,2006,United States
Republic of Ireland,Mexico,0,0,2006,draw
Barbados,Antigua and Barbuda,0,1,2006,Antigua and Barbuda
Benin,Ivory Coast,1,1,2006,draw
Angola,Equatorial Guinea,3,2,2006,Angola
Congo,Togo,9,0,2006,Congo
Senegal,Guinea,7,0,2006,Senegal
Sweden,Finland,4,1,2006,Sweden
Germany,Norway,1,0,2006,Germany
United States,France,4,1,2006,United States
Denmark,China PR,0,6,2006,China PR
Portugal,Mexico,0,6,2006,Mexico
Denmark,Republic of Ireland,4,0,2006,Denmark
Finland,Mexico,4,3,2006,Finland
Norway,China PR,1,0,2006,Norway
Sweden,France,1,0,2006,Sweden
Germany,United States,0,0,2006,draw
Antigua and Barbuda,Barbados,0,0,2006,draw
Cayman Islands,Netherlands Antilles,1,2,2006,Netherlands Antilles
Mali,Morocco,4,1,2006,Mali
Ivory Coast,Benin,1,1,2006,draw
Kenya,Djibouti,7,0,2006,Kenya
Zambia,DR Congo,2,3,2006,DR Congo
Netherlands Antilles,Cayman Islands,1,0,2006,Netherlands Antilles
Equatorial Guinea,Angola,3,1,2006,Equatorial Guinea
Mozambique,South Africa,1,6,2006,South Africa
Togo,Congo,1,3,2006,Congo
Guinea,Senegal,1,5,2006,Senegal
British Virgin Islands,U.S. Virgin Islands,1,3,2006,U.S. Virgin Islands
U.S. Virgin Islands,British Virgin Islands,5,0,2006,U.S. Virgin Islands
Suriname,Netherlands Antilles,7,1,2006,Suriname
Dominican Republic,U.S. Virgin Islands,3,1,2006,Dominican Republic
Bermuda,Turks and Caicos Islands,4,0,2006,Bermuda
Aruba,Netherlands Antilles,1,2,2006,Netherlands Antilles
Bermuda,U.S. Virgin Islands,4,1,2006,Bermuda
Dominican Republic,Turks and Caicos Islands,5,0,2006,Dominican Republic
Aruba,Suriname,0,3,2006,Suriname
U.S. Virgin Islands,Turks and Caicos Islands,2,0,2006,U.S. Virgin Islands
Dominican Republic,Bermuda,3,1,2006,Dominican Republic
Saint Kitts and Nevis,Antigua and Barbuda,3,2,2006,Saint Kitts and Nevis
Jamaica,Saint Lucia,5,0,2006,Jamaica
Saint Lucia,Saint Kitts and Nevis,3,2,2006,Saint Lucia
Jamaica,Antigua and Barbuda,10,0,2006,Jamaica
Mexico,Nicaragua,9,0,2006,Mexico
Antigua and Barbuda,Saint Lucia,1,2,2006,Saint Lucia
Jamaica,Saint Kitts and Nevis,11,0,2006,Jamaica
Nicaragua,El Salvador,2,1,2006,Nicaragua
Mexico,El Salvador,8,0,2006,Mexico
Saint Vincent and the Grenadines,Dominica,2,0,2006,Saint Vincent and the Grenadines
Trinidad and Tobago,Grenada,10,0,2006,Trinidad and Tobago
Dominica,Grenada,2,2,2006,draw
Trinidad and Tobago,Saint Vincent and the Grenadines,4,1,2006,Trinidad and Tobago
Grenada,Saint Vincent and the Grenadines,0,5,2006,Saint Vincent and the Grenadines
Trinidad and Tobago,Dominica,6,0,2006,Trinidad and Tobago
Guatemala,Costa Rica,2,1,2006,Guatemala
Panama,Costa Rica,2,0,2006,Panama
Panama,Guatemala,3,0,2006,Panama
Suriname,Haiti,0,3,2006,Haiti
Myanmar,Thailand,1,2,2006,Thailand
Australia,South Korea,4,0,2006,Australia
Thailand,North Korea,0,9,2006,North Korea
Australia,Myanmar,2,0,2006,Australia
China PR,Taiwan,2,0,2006,China PR
Japan,Vietnam,5,0,2006,Japan
North Korea,Myanmar,3,0,2006,North Korea
South Korea,Thailand,11,0,2006,South Korea
Japan,Taiwan,11,1,2006,Japan
Vietnam,China PR,0,2,2006,China PR
Mali,Benin,3,1,2006,Mali
Cameroon,Kenya,4,0,2006,Cameroon
South Korea,Myanmar,3,1,2006,South Korea
Australia,North Korea,0,0,2006,draw
Algeria,Egypt,1,0,2006,Algeria
South Africa,Tanzania,3,0,2006,South Africa
DR Congo,Senegal,3,0,2006,DR Congo
China PR,Japan,0,1,2006,Japan
Taiwan,Vietnam,0,1,2006,Vietnam
Australia,Thailand,5,0,2006,Australia
North Korea,South Korea,1,0,2006,North Korea
Australia,Japan,2,0,2006,Australia
China PR,North Korea,1,0,2006,China PR
Japan,North Korea,2,3,2006,North Korea
Australia,China PR,2,2,2006,draw
Tanzania,South Africa,0,4,2006,South Africa
Egypt,Algeria,0,3,2006,Algeria
Kenya,Cameroon,0,5,2006,Cameroon
Senegal,DR Congo,2,0,2006,Senegal
Benin,Mali,0,1,2006,Mali
Trinidad and Tobago,Suriname,5,1,2006,Trinidad and Tobago
Jamaica,Bermuda,7,0,2006,Jamaica
Suriname,Dominican Republic,0,2,2006,Dominican Republic
Bermuda,Haiti,0,5,2006,Haiti
Trinidad and Tobago,Dominican Republic,7,0,2006,Trinidad and Tobago
Haiti,Jamaica,0,3,2006,Jamaica
South Africa,Algeria,4,0,2006,South Africa
Nigeria,Equatorial Guinea,4,2,2006,Nigeria
Mali,Ghana,0,1,2006,Ghana
Cameroon,DR Congo,1,1,2006,draw
Nigeria,Algeria,6,0,2006,Nigeria
Equatorial Guinea,South Africa,0,2,2006,South Africa
Ghana,Cameroon,2,1,2006,Ghana
Mali,DR Congo,3,2,2006,Mali
Equatorial Guinea,Algeria,3,3,2006,draw
Nigeria,South Africa,2,0,2006,Nigeria
DR Congo,Ghana,1,3,2006,Ghana
